id,name,gender,paid,isFiliated,state,date,plan
399,Dreamy Shannon,Masculino,2834.68,False,AM,28-09-2021,Pro
400,Ecstatic Mirzakhani,Masculino,795.76,True,MS,29-03-2024,Pro
401,Recursing Wescoff,Não-binário,1851.6,True,RN,20-01-2022,Premium
402,Wonderful Varahamihira,Masculino,141.34,True,RN,14-08-2021,Pro
403,Hungry Galileo,Feminino,112.3,True,PI,14-01-2024,Pro
404,Wizardly Visvesvaraya,Masculino,0.01,False,PR,30-07-2024,Free
405,Trusting Maxwell,Masculino,96.08,False,PB,13-06-2021,Free
406,Competent Albattani,Não-binário,823.74,True,AL,17-02-2023,Pro
407,Musing Stonebraker,Feminino,1883.22,True,RJ,16-08-2022,Premium
409,Keen Wing,Masculino,243.55,False,RN,28-11-2024,Free
410,Jovial Williams,Feminino,1053.47,True,AM,25-12-2020,Pro
411,Xenodochial Kowalevski,Feminino,960.04,False,MS,26-02-2020,Standard
412,Naughty Diffie,Não-binário,298.87,True,PE,17-11-2024,Pro
413,Fervent Heisenberg,Masculino,733.36,False,PR,19-10-2022,Standard
414,Stupefied Jepsen,Feminino,2340.61,False,MG,29-08-2021,Pro
415,Admiring Tu,Feminino,532.61,False,PR,30-03-2022,Free
416,Wizardly Saha,Masculino,355.54,False,RN,16-01-2024,Free
417,Busy Moore,Masculino,1581.62,False,SP,02-06-2024,Standard
419,Trusting Mendel,Feminino,2975.24,False,PE,29-07-2024,Pro
420,Musing Cerf,Feminino,202.65,True,RJ,13-03-2023,Pro
421,Eager Hermann,Não-binário,115.84,True,PB,05-04-2024,Pro
422,Nervous Albattani,Não-binário,794.8,True,RJ,02-09-2024,Pro
423,Friendly Elgamal,Feminino,1716.43,False,PE,14-12-2021,Standard
424,Determined Bassi,Masculino,1616.03,False,DF,18-10-2020,Standard
425,Musing Clarke,Não-binário,530.56,True,RO,03-08-2020,Pro
426,Strange Lamport,Não-binário,630.03,False,BA,23-02-2021,Standard
427,Ecstatic Austin,Masculino,747.24,True,RR,06-05-2020,Pro
428,Gifted Kepler,Não-binário,278.96,True,AM,24-02-2024,Pro
429,Optimistic Sutherland,Masculino,103.46,True,RO,04-07-2021,Pro
430,Eloquent Mendeleev,Masculino,219.28,False,RN,02-02-2021,Free
431,Wonderful Wozniak,Não-binário,2930.9,False,SE,04-11-2022,Pro
432,Modest Mirzakhani,Masculino,702.6,True,CE,08-11-2022,Pro
433,Fervent Hofstadter,Feminino,150.63,False,AM,26-06-2020,Free
434,Zen Keldysh,Feminino,2539.67,True,AM,01-12-2021,Premium
435,Thirsty Rubin,Não-binário,1843.88,True,AM,21-06-2020,Premium
436,Magical Buck,Feminino,688.71,False,AC,14-02-2023,Standard
437,Pensive Taussig,Não-binário,27.19,True,AL,04-08-2023,Pro
438,Ecstatic Cohen,Masculino,461.92,True,MA,03-08-2023,Pro
439,Beautiful Ishizaka,Não-binário,2890.38,False,PB,10-10-2020,Pro
440,Hardcore Hawking,Não-binário,640.05,True,PE,16-12-2020,Pro
441,Romantic Tesla,Não-binário,840.66,True,ES,16-05-2022,Pro
442,Vigilant Leakey,Não-binário,2190.3,False,GO,10-11-2024,Pro
443,Relaxed Hoover,Não-binário,1808.4,False,MA,29-08-2021,Pro
444,Adoring Napier,Não-binário,631.73,True,PB,23-07-2023,Pro
445,Gallant Chatterjee,Feminino,158.01,True,PB,31-05-2022,Pro
446,Jolly Wright,Masculino,2652.56,False,PE,06-05-2022,Pro
447,Nostalgic Johnson,Não-binário,386.45,True,MA,10-06-2020,Pro
448,Admiring Sinoussi,Feminino,197.81,False,MT,18-09-2023,Free
449,Beautiful Elgamal,Feminino,499.38,False,DF,09-07-2024,Free
450,Stupefied Benz,Masculino,1237.54,False,MG,12-11-2024,Standard
451,Blissful Nobel,Não-binário,570.24,False,RR,17-07-2020,Free
452,Awesome Wilbur,Feminino,719.56,True,PE,11-06-2020,Pro
453,Relaxed Hawking,Não-binário,2822.43,False,AM,26-11-2022,Pro
454,Naughty Chandrasekhar,Masculino,261.13,True,PI,21-10-2021,Pro
455,Friendly Varahamihira,Não-binário,995.57,False,SP,22-08-2024,Standard
456,Recursing Ganguly,Não-binário,400.39,True,RR,28-12-2024,Pro
457,Unruffled Kapitsa,Não-binário,881.75,True,RN,16-12-2024,Pro
458,Vibrant Euclid,Não-binário,108.37,True,AM,30-12-2023,Pro
459,Naughty Nash,Não-binário,1677.63,False,RS,21-10-2023,Standard
460,Musing Feistel,Masculino,269.87,True,RJ,28-05-2020,Pro
461,Zen Dirac,Não-binário,429.3,True,SP,27-08-2022,Pro
462,Silly Panini,Não-binário,519.53,False,DF,31-03-2024,Free
463,Fervent Cerf,Feminino,1702.57,True,RS,03-01-2020,Pro
464,Vigilant Panini,Feminino,937.6,False,PB,31-03-2024,Standard
465,Inspiring Hodgkin,Feminino,22.08,True,SC,21-12-2020,Pro
466,Great Ganguly,Feminino,375.44,True,TO,09-04-2021,Pro
467,Modest Heisenberg,Não-binário,242.76,False,SP,07-03-2020,Free
468,Stupefied Haibt,Não-binário,160.84,True,SP,07-12-2021,Pro
469,Cool Heyrovsky,Masculino,474.23,True,PA,02-12-2022,Pro
470,Busy Napier,Feminino,576.73,False,RN,30-06-2024,Free
472,Sad Chebyshev,Não-binário,1209.54,True,RR,19-12-2021,Pro
473,Optimistic Shaw,Feminino,2012.98,True,AC,26-01-2020,Premium
474,Blissful Shamir,Feminino,477.06,False,BA,26-04-2020,Free
475,Interesting Jennings,Masculino,578.39,False,PE,31-03-2024,Free
476,Wonderful Villani,Feminino,1431.9,True,ES,10-12-2024,Pro
478,Trusting Lamarr,Masculino,2322.76,True,TO,29-07-2020,Premium
479,Priceless Solomon,Masculino,339.43,False,SE,13-04-2021,Free
480,Interesting Mestorf,Não-binário,670.65,False,RO,21-04-2023,Standard
481,Optimistic Torvalds,Masculino,45.97,True,TO,25-04-2024,Pro
482,Dreamy Roentgen,Feminino,2968.62,False,BA,28-06-2024,Pro
483,Inspiring Payne,Masculino,549.52,False,MG,23-07-2021,Free
484,Vigorous Dijkstra,Feminino,156.41,True,PB,23-02-2022,Pro
485,Angry Taussig,Feminino,152.61,False,RJ,05-01-2024,Free
486,Recursing Mendel,Não-binário,736.48,False,RR,03-01-2021,Standard
487,Bold Carver,Não-binário,694.35,True,PB,23-05-2021,Pro
488,Sweet Diffie,Masculino,117.9,True,PB,21-12-2024,Pro
489,Pedantic Brahmagupta,Não-binário,406.14,False,SC,10-03-2021,Free
490,Loving Shtern,Feminino,847.43,False,MG,04-12-2021,Standard
491,Ecstatic Lehmann,Feminino,75.5,False,RN,14-11-2024,Free
492,Clever Wu,Masculino,685.87,True,RJ,15-08-2020,Pro
493,Hardcore Goldstine,Masculino,1188.8,True,PI,28-09-2023,Pro
494,Beautiful Volhard,Feminino,223.7,True,AC,22-02-2020,Pro
495,Romantic Ritchie,Masculino,422.49,False,MS,12-03-2023,Free
496,Dreamy Vaughan,Masculino,132.29,False,AM,29-12-2022,Free
497,Nice Noyce,Masculino,1931.78,True,ES,03-02-2023,Premium
498,Naughty Kalam,Masculino,2126.72,True,CE,28-11-2023,Premium
499,Elegant Lichterman,Masculino,1726.81,True,RR,05-09-2022,Pro
500,Gracious Spence,Masculino,259.51,False,PR,13-02-2021,Free
501,Upbeat Robinson,Masculino,1715.38,True,AM,18-07-2020,Pro
502,Competent Montalcini,Não-binário,466.27,True,MA,03-04-2022,Pro
503,Musing Wozniak,Feminino,722.05,False,RN,22-07-2021,Standard
505,Jolly Williams,Não-binário,2938.92,False,AP,11-07-2020,Pro
506,Practical Villani,Masculino,654.07,True,SP,28-04-2021,Pro
507,Angry Wescoff,Feminino,455.99,False,ES,05-07-2024,Free
508,Awesome Chebyshev,Não-binário,1859.6,False,RS,14-11-2023,Pro
509,Quirky Brown,Não-binário,856.29,False,DF,30-10-2023,Standard
510,Admiring Herschel,Masculino,592.01,False,RN,01-06-2021,Free
511,Clever Dhawan,Feminino,1779.5,True,TO,04-05-2020,Pro
512,Flamboyant Mclaren,Feminino,2224.44,True,PI,11-09-2020,Premium
513,Beautiful Black,Feminino,784.6,False,RJ,27-04-2021,Standard
514,Distracted Lovelace,Não-binário,1873.01,False,RR,27-11-2020,Pro
515,Thirsty Bohr,Não-binário,906.91,False,GO,06-01-2020,Standard
516,Romantic Carver,Não-binário,801.16,False,MG,02-12-2023,Standard
517,Wizardly Lamport,Feminino,1704.28,False,MS,08-07-2021,Standard
518,Objective Lamarr,Masculino,2787.51,True,MA,23-11-2023,Premium
519,Happy Satoshi,Não-binário,758.85,False,MG,02-06-2022,Standard
520,Inspiring Mclaren,Feminino,138.86,True,SP,29-11-2023,Pro
521,Musing Goldstine,Feminino,458.18,False,ES,31-03-2023,Free
522,Ecstatic Beaver,Masculino,515.68,False,SE,24-08-2023,Free
523,Brave Newton,Feminino,304.28,True,CE,16-10-2022,Pro
524,Festive Hermann,Feminino,598.07,True,PR,12-12-2021,Pro
525,Nervous Nash,Masculino,356.68,False,SP,04-07-2024,Free
526,Kind Pasteur,Masculino,1960.9,False,MA,02-09-2024,Pro
527,Peaceful Jackson,Masculino,763.52,True,MA,07-09-2020,Pro
528,Clever Burnell,Masculino,356.81,True,MT,12-05-2022,Pro
529,Affectionate Ellis,Masculino,627.01,False,TO,20-03-2021,Standard
530,Awesome Davinci,Masculino,82.52,True,DF,05-04-2024,Pro
531,Practical Dewdney,Feminino,394.48,False,RS,27-12-2021,Free
532,Optimistic Feistel,Não-binário,432.38,True,PB,17-11-2023,Pro
533,Focused Hertz,Masculino,2152.57,True,AC,13-10-2023,Premium
534,Ecstatic Snyder,Masculino,827.08,True,PI,29-09-2020,Pro
535,Admiring Visvesvaraya,Masculino,1345.48,True,PR,25-04-2022,Pro
536,Eloquent Hopper,Masculino,30.3,False,MG,20-09-2023,Free
537,Relaxed Wiles,Masculino,608.85,False,PR,17-01-2021,Standard
538,Gifted Thompson,Feminino,1119.63,True,PE,29-10-2020,Pro
539,Quizzical Rosalind,Não-binário,240.15,True,MG,01-10-2020,Pro
540,Thirsty Chaum,Feminino,934.88,False,SP,09-07-2024,Standard
541,Interesting Tereshkova,Feminino,2585.35,False,SP,16-11-2024,Pro
542,Suspicious Kalam,Feminino,522.49,False,MG,16-06-2023,Free
543,Kind Mirzakhani,Feminino,921.96,True,RN,26-11-2024,Pro
544,Gallant Albattani,Não-binário,398.83,True,RJ,21-06-2023,Pro
545,Sharp Wilbur,Feminino,805.03,True,MT,02-02-2023,Pro
546,Epic Shannon,Não-binário,764.46,False,MT,03-07-2024,Standard
547,Fervent Hoover,Feminino,487.35,False,SP,17-03-2021,Free
548,Strange Brown,Feminino,731.19,False,CE,31-01-2020,Standard
549,Friendly Thompson,Não-binário,2631.81,True,PB,22-12-2021,Premium
550,Dreamy Kepler,Feminino,330.54,True,SC,10-10-2020,Pro
551,Vibrant Khayyam,Masculino,460.88,False,GO,12-10-2023,Free
552,Frosty Blackwell,Feminino,21.64,True,MS,15-07-2023,Pro
553,Amazing Shtern,Feminino,702.64,False,MA,19-11-2020,Standard
554,Magical Babbage,Não-binário,1181.17,False,PB,10-04-2020,Standard
555,Adoring Roentgen,Masculino,508.42,False,CE,11-10-2024,Free
556,Gifted Montalcini,Feminino,1056.95,False,MT,23-06-2020,Standard
557,Laughing Goldstine,Não-binário,674.82,True,MS,09-01-2021,Pro
559,Competent Proskuriakova,Feminino,776.68,True,PR,24-06-2024,Pro
560,Exciting Germain,Feminino,2990.8,True,MS,23-08-2021,Premium
561,Distracted Matsumoto,Masculino,1752.84,False,SE,30-04-2020,Standard
562,Nervous Burnell,Masculino,1066.73,True,PA,26-11-2023,Pro
563,Jolly Kowalevski,Masculino,612.91,False,MS,18-04-2021,Standard
564,Infallible Diffie,Não-binário,592.55,True,AM,08-02-2023,Pro
565,Sharp Ganguly,Masculino,1666.03,True,MA,22-11-2020,Pro
567,Recursing Mestorf,Feminino,1641.64,True,RN,13-04-2021,Pro
568,Busy Villani,Não-binário,1904.99,True,PI,24-12-2021,Premium
569,Fervent Poincare,Não-binário,2453.8,False,PR,26-06-2024,Pro
570,Condescending Meninsky,Não-binário,689.02,False,AC,03-07-2021,Standard
572,Adoring Johnson,Não-binário,928.87,False,PR,21-05-2022,Standard
573,Relaxed Poitras,Masculino,356.83,False,SP,03-04-2024,Free
575,Hardcore Heyrovsky,Feminino,2213.67,True,RJ,06-01-2021,Premium
576,Mystifying Moser,Não-binário,2957.73,True,DF,25-06-2022,Premium
577,Inspiring Fermi,Não-binário,1828.82,False,DF,13-04-2023,Pro
578,Inspiring Jennings,Masculino,816.74,False,MT,29-02-2020,Standard
579,Goofy Leakey,Masculino,366.69,True,MT,22-08-2020,Pro
580,Stupefied Bose,Masculino,316.11,False,PB,09-10-2021,Free
581,Strange Poincare,Masculino,762.49,False,RR,01-07-2021,Standard
582,Cranky Heisenberg,Não-binário,2282.91,False,BA,01-10-2020,Pro
583,Awesome Cohen,Masculino,764.36,True,PA,16-03-2023,Pro
584,Sleepy Hypatia,Não-binário,2710.47,True,AL,26-10-2023,Premium
585,Relaxed Benz,Feminino,952.4,True,RN,13-06-2023,Pro
586,Compassionate Pike,Masculino,490.34,True,RO,06-11-2024,Pro
587,Zealous Swirles,Não-binário,814.42,True,AP,06-07-2024,Pro
588,Infallible Albattani,Feminino,2549.99,True,PE,28-11-2020,Premium
589,Awesome Mayer,Masculino,533.54,False,AL,02-03-2024,Free
590,Peaceful Austin,Feminino,758.51,True,TO,16-05-2024,Pro
591,Heuristic Hertz,Não-binário,1255.52,True,RN,29-12-2023,Pro
592,Adoring Villani,Masculino,642.58,True,TO,29-04-2024,Pro
593,Beautiful Khorana,Masculino,731.06,True,PA,05-10-2021,Pro
595,Brave Lichterman,Masculino,2263.78,False,MT,29-06-2020,Pro
597,Hungry Ellis,Não-binário,486.89,False,ES,12-12-2023,Free
598,Nifty Shaw,Feminino,82.33,False,RJ,07-10-2023,Free
599,Dreamy Mendel,Feminino,337.41,False,RS,20-05-2021,Free
600,Keen Gould,Não-binário,116.4,False,MG,09-02-2024,Free
601,Busy Pascal,Feminino,1498.99,False,AM,25-07-2024,Standard
602,Gracious Napier,Masculino,131.07,True,SE,17-12-2021,Pro
603,Confident Meninsky,Feminino,1041.19,True,PR,13-01-2024,Pro
604,Trusting Dewdney,Não-binário,964.23,False,MT,01-12-2024,Standard
605,Bold Hamilton,Não-binário,702.62,False,AC,08-03-2022,Standard
606,Amazing Meitner,Não-binário,1440.43,True,AC,19-09-2024,Pro
607,Zen Solomon,Masculino,939.4,True,AP,16-10-2024,Pro
608,Distracted Jepsen,Masculino,647.09,True,MS,06-07-2023,Pro
609,Great Williamson,Masculino,1446.14,False,MT,17-04-2020,Standard
610,Lucid Fermi,Não-binário,908.98,False,RN,25-04-2020,Standard
611,Quizzical Tesla,Masculino,23.74,True,MA,05-01-2020,Pro
612,Quirky Panini,Masculino,612.32,True,PA,21-09-2020,Pro
613,Nervous Fermat,Não-binário,354.32,True,PA,24-10-2023,Pro
614,Infallible Rosalind,Não-binário,715.29,True,GO,09-01-2021,Pro
615,Awesome Cray,Feminino,135.42,True,GO,03-11-2021,Pro
616,Elated Shirley,Masculino,2596.15,False,TO,23-12-2023,Pro
617,Infallible Mendeleev,Não-binário,409.99,False,SE,12-06-2021,Free
618,Suspicious Kowalevski,Não-binário,846.76,True,PA,13-11-2024,Pro
619,Adoring Babbage,Não-binário,195.5,False,SE,21-04-2023,Free
620,Cranky Lamport,Não-binário,1539.89,True,PB,19-02-2020,Pro
621,Gallant Noyce,Feminino,350.08,False,RN,13-07-2024,Free
622,Inspiring Sammet,Não-binário,733.5,True,TO,09-03-2024,Pro
623,Epic Heisenberg,Masculino,0.45,False,SE,11-12-2024,Free
624,Upbeat Ellis,Feminino,418.76,False,CE,28-12-2024,Free
625,Modest Newton,Feminino,570.16,False,PE,12-09-2023,Free
626,Suspicious Pike,Não-binário,148.61,False,RJ,11-04-2020,Free
627,Sleepy Spence,Masculino,2705.12,True,MS,05-10-2021,Premium
629,Goofy Solomon,Não-binário,337.15,False,SC,15-08-2022,Free
630,Great Banzai,Feminino,273.38,True,SP,18-12-2021,Pro
631,Elegant Liskov,Masculino,415.28,True,BA,26-10-2022,Pro
632,Modest Davinci,Não-binário,1225.12,True,RN,17-11-2023,Pro
633,Flamboyant Torvalds,Masculino,635.83,True,RN,21-03-2023,Pro
634,Sharp Torvalds,Não-binário,984.09,True,AL,19-09-2022,Pro
635,Charming Kepler,Feminino,552.69,True,PE,30-11-2024,Pro
636,Hardcore Dhawan,Masculino,609.6,False,MA,28-03-2021,Standard
637,Stupefied Swartz,Feminino,881.02,True,GO,01-06-2022,Pro
638,Wizardly Robinson,Não-binário,947.0,True,PI,18-12-2020,Pro
639,Funny Bardeen,Masculino,586.05,False,PA,27-07-2021,Free
640,Sleepy Northcutt,Feminino,2602.63,False,AP,29-01-2022,Pro
641,Zealous Easley,Feminino,2961.91,True,GO,25-01-2023,Premium
642,Friendly Noyce,Feminino,43.72,False,PB,10-01-2023,Free
643,Zealous Banzai,Não-binário,813.02,True,AL,22-10-2021,Pro
644,Serene Keller,Não-binário,85.11,True,AC,13-02-2022,Pro
645,Intelligent Sinoussi,Não-binário,920.52,False,AM,05-09-2024,Standard
647,Distracted Torvalds,Masculino,440.79,True,SE,16-02-2024,Pro
648,Optimistic Newton,Não-binário,670.03,False,DF,17-11-2020,Standard
649,Eager Williams,Não-binário,1989.94,True,PR,14-01-2023,Premium
650,Flamboyant Hypatia,Não-binário,262.03,False,RR,12-02-2023,Free
651,Silly Herschel,Masculino,658.32,False,MA,25-11-2021,Standard
652,Nice Morse,Masculino,11.97,True,CE,09-02-2024,Pro
653,Sad Allen,Masculino,977.05,False,MS,13-01-2021,Standard
654,Beautiful Almeida,Feminino,677.52,True,TO,03-06-2023,Pro
655,Kind Mcclintock,Não-binário,1074.29,False,CE,10-10-2022,Standard
656,Sad Mcnulty,Masculino,2615.99,False,PA,31-10-2021,Pro
657,Kind Varahamihira,Masculino,79.84,True,AP,16-12-2020,Pro
658,Epic Gagarin,Masculino,924.98,False,PE,09-01-2022,Standard
659,Mystifying Vaughan,Masculino,27.02,True,PB,22-11-2020,Pro
660,Hopeful Hugle,Masculino,312.03,False,MT,15-05-2023,Free
661,Strange Dewdney,Masculino,908.84,True,ES,05-02-2021,Pro
662,Festive Wing,Não-binário,1621.16,False,MG,08-03-2024,Standard
663,Serene Cerf,Feminino,823.82,False,PI,21-02-2023,Standard
664,Nifty Ardinghelli,Feminino,575.45,True,PR,22-10-2022,Pro
665,Loving Mestorf,Feminino,796.37,False,RS,10-12-2022,Standard
666,Unruffled Kare,Feminino,1558.32,True,MG,28-12-2024,Pro
667,Friendly Heisenberg,Masculino,291.84,False,RS,09-08-2023,Free
668,Interesting Northcutt,Feminino,512.82,False,BA,09-08-2023,Free
669,Vibrant Tesla,Feminino,229.65,True,CE,12-09-2024,Pro
670,Cranky Meitner,Não-binário,629.64,False,SE,11-11-2024,Standard
671,Loving Kapitsa,Masculino,2711.02,False,SP,25-01-2022,Pro
672,Tender Beaver,Feminino,1729.1,False,ES,03-04-2021,Standard
673,Sharp Mclean,Não-binário,1113.43,False,CE,12-09-2021,Standard
674,Infallible Bhaskara,Não-binário,931.72,False,SP,27-02-2021,Standard
675,Affectionate Snyder,Masculino,843.65,True,SC,27-08-2020,Pro
676,Zen Meninsky,Feminino,1192.45,False,SE,16-09-2021,Standard
677,Unruffled Saha,Não-binário,159.06,True,MS,20-10-2020,Pro
679,Sharp Shannon,Masculino,923.77,False,AP,03-01-2021,Standard
680,Sharp Brown,Feminino,683.27,True,AL,29-04-2023,Pro
681,Unruffled Aryabhata,Não-binário,285.26,True,RR,16-08-2020,Pro
682,Hopeful Dhawan,Masculino,892.48,True,RS,29-12-2022,Pro
683,Gracious Faraday,Não-binário,906.97,False,SE,22-04-2022,Standard
684,Tender Kilby,Masculino,457.53,False,BA,03-04-2021,Free
685,Nifty Joliot,Masculino,122.92,False,RS,07-01-2023,Free
686,Nice Hypatia,Feminino,2945.13,True,TO,10-10-2024,Premium
687,Gallant Bardeen,Não-binário,750.89,False,PE,30-10-2024,Standard
688,Sad Pike,Feminino,2026.38,True,CE,15-10-2024,Premium
689,Lucid Hermann,Não-binário,700.16,False,SE,26-04-2021,Standard
691,Nice Bell,Masculino,2748.0,False,SP,09-09-2023,Pro
692,Jovial Driscoll,Masculino,178.23,True,RJ,23-09-2021,Pro
693,Brave Ride,Feminino,1830.44,True,SC,09-12-2024,Premium
694,Laughing Snyder,Feminino,6.11,False,DF,07-10-2024,Free
695,Competent Haslett,Não-binário,521.33,False,SC,29-01-2024,Free
696,Brave Rosalind,Masculino,2434.9,False,RS,24-12-2020,Pro
697,Fervent Dijkstra,Feminino,205.89,False,TO,30-08-2023,Free
698,Goofy Mendeleev,Não-binário,1872.17,False,RO,12-01-2024,Pro
699,Festive Williamson,Feminino,1978.55,True,AL,02-10-2022,Premium
700,Upbeat Ellis,Masculino,758.59,True,ES,07-06-2022,Pro
701,Priceless Mendel,Não-binário,893.94,False,AP,08-11-2020,Standard
702,Frosty Murdock,Masculino,632.32,False,TO,05-11-2024,Standard
703,Lucid Pasteur,Masculino,653.86,True,SP,03-05-2020,Pro
704,Reverent Shannon,Masculino,1858.41,False,SC,03-09-2022,Pro
705,Funny Euler,Masculino,1329.31,False,SC,18-07-2023,Standard
706,Elastic Tesla,Masculino,1666.33,True,PB,20-10-2021,Pro
707,Xenodochial Dhawan,Masculino,2013.94,True,RJ,15-06-2022,Premium
708,Vigorous Perlman,Não-binário,851.43,True,PI,21-08-2024,Pro
709,Funny Montalcini,Masculino,912.58,False,PA,18-08-2020,Standard
710,Dreamy Austin,Feminino,2692.83,True,AC,05-10-2023,Premium
711,Xenodochial Nightingale,Não-binário,705.39,True,RR,25-11-2021,Pro
712,Sharp Elbakyan,Feminino,654.44,True,TO,16-08-2023,Pro
713,Admiring Chaum,Feminino,49.75,False,PR,07-06-2024,Free
714,Objective Herschel,Masculino,1063.13,True,ES,29-01-2024,Pro
715,Strange Bardeen,Feminino,285.59,True,MS,06-02-2021,Pro
716,Laughing Kilby,Feminino,305.93,False,SE,21-01-2021,Free
717,Practical Elbakyan,Não-binário,1491.08,True,AC,16-05-2020,Pro
718,Pensive Dijkstra,Não-binário,127.04,False,SP,17-12-2020,Free
719,Recursing Matsumoto,Feminino,2638.64,False,RN,01-06-2022,Pro
720,Quizzical Wing,Não-binário,147.15,True,RS,02-03-2020,Pro
721,Stupefied Thompson,Masculino,508.49,True,PR,17-11-2021,Pro
722,Priceless Jones,Masculino,416.8,True,PB,16-08-2024,Pro
723,Stoic Raman,Feminino,948.08,True,PA,31-03-2020,Pro
724,Stoic Kapitsa,Feminino,2811.9,False,RO,04-01-2020,Pro
725,Zen Chatelet,Feminino,351.05,False,MA,19-02-2024,Free
726,Relaxed Proskuriakova,Não-binário,620.19,True,GO,17-05-2023,Pro
727,Laughing Turing,Feminino,1043.88,False,AP,05-07-2021,Standard
728,Festive Shockley,Feminino,1405.05,True,PB,23-12-2023,Pro
729,Optimistic Clarke,Não-binário,856.67,False,AM,04-04-2022,Standard
730,Keen Germain,Masculino,499.45,False,AL,20-11-2022,Free
731,Elated Feynman,Feminino,953.64,True,SP,16-04-2023,Pro
732,Pedantic Yalow,Feminino,283.01,False,PA,03-06-2021,Free
733,Thirsty Cerf,Feminino,940.07,False,ES,23-06-2020,Standard
734,Busy Mirzakhani,Masculino,659.53,True,SP,16-07-2020,Pro
735,Friendly Bouman,Masculino,713.43,False,SP,15-01-2024,Standard
736,Sad Kepler,Feminino,1313.1,True,GO,14-01-2024,Pro
737,Trusting Golick,Masculino,840.65,True,BA,15-03-2023,Pro
738,Determined Solomon,Masculino,609.06,False,RN,16-07-2022,Standard
739,Agitated Meitner,Masculino,2234.63,False,MS,27-11-2020,Pro
740,Thirsty Mccarthy,Masculino,2.57,True,MA,04-05-2023,Pro
741,Determined Rosalind,Masculino,670.77,False,PE,25-12-2020,Standard
742,Vibrant Feistel,Feminino,447.49,True,MG,19-08-2023,Pro
743,Interesting Boyd,Feminino,34.79,False,MG,19-04-2020,Free
744,Tender Wing,Masculino,2615.7,True,BA,15-04-2021,Premium
745,Gallant Cannon,Não-binário,234.26,False,SE,21-10-2020,Free
746,Inspiring Fermat,Não-binário,887.22,False,MA,02-07-2024,Standard
747,Silly Hawking,Feminino,749.02,True,RS,15-09-2023,Pro
748,Competent Thompson,Não-binário,53.71,True,PI,08-09-2022,Pro
749,Peaceful Bhaskara,Não-binário,886.05,False,SP,17-06-2021,Standard
750,Gallant Kapitsa,Masculino,280.33,True,DF,01-01-2023,Pro
752,Frosty Wu,Masculino,157.67,True,MS,16-01-2022,Pro
753,Relaxed Moore,Masculino,559.53,False,DF,24-01-2022,Free
754,Priceless Rubin,Feminino,794.15,True,MA,12-06-2023,Pro
756,Vigorous Chatelet,Masculino,2374.67,False,AM,12-03-2024,Pro
757,Laughing Noether,Não-binário,632.55,False,RO,01-12-2021,Standard
758,Recursing Turing,Masculino,666.0,True,TO,20-07-2022,Pro
759,Pensive Clarke,Não-binário,755.08,False,AM,15-06-2021,Standard
760,Angry Fermat,Masculino,2789.84,True,CE,24-11-2021,Premium
761,Nifty Agnesi,Masculino,620.39,True,PI,18-12-2023,Pro
762,Romantic Noether,Não-binário,438.37,True,SP,21-12-2020,Pro
763,Compassionate Maxwell,Masculino,1458.24,False,PB,25-01-2022,Standard
764,Naughty Hertz,Não-binário,1494.56,True,CE,16-02-2021,Pro
765,Affectionate Lewin,Feminino,340.27,True,RJ,24-10-2020,Pro
766,Blissful Wright,Feminino,508.08,True,ES,09-01-2021,Pro
767,Naughty Villani,Feminino,778.82,False,TO,20-02-2024,Standard
768,Quirky Fermat,Não-binário,481.01,False,MG,22-08-2020,Free
769,Frosty Easley,Feminino,404.95,False,AC,13-01-2020,Free
770,Pedantic Vaughan,Feminino,186.53,True,AC,01-10-2024,Pro
771,Sleepy Heisenberg,Feminino,22.64,True,PI,23-04-2023,Pro
772,Clever Wilson,Masculino,328.64,False,SC,24-01-2021,Free
773,Heuristic Nightingale,Feminino,552.62,True,RS,28-08-2021,Pro
774,Quizzical Galois,Feminino,567.99,False,RN,27-12-2023,Free
776,Clever Wilson,Masculino,22.99,False,PR,05-01-2021,Free
777,Wonderful Curie,Não-binário,233.55,True,DF,20-03-2022,Pro
778,Youthful Chatterjee,Masculino,57.54,True,MT,16-09-2022,Pro
779,Gifted Hellman,Masculino,421.27,True,PA,25-09-2024,Pro
780,Cranky Lalande,Não-binário,1248.53,True,MT,19-07-2023,Pro
781,Vigorous Sanderson,Não-binário,906.6,True,PE,20-02-2024,Pro
782,Pedantic Haslett,Feminino,2731.45,True,MG,25-05-2020,Premium
783,Beautiful Gould,Feminino,807.16,False,RJ,13-08-2022,Standard
784,Unruffled Kalam,Masculino,459.05,True,RN,27-11-2021,Pro
785,Reverent Montalcini,Feminino,567.17,False,AP,02-06-2022,Free
786,Heuristic Curran,Não-binário,199.95,True,RR,23-02-2023,Pro
787,Elastic Varahamihira,Masculino,273.19,True,RS,23-12-2024,Pro
788,Recursing Lichterman,Feminino,2399.55,True,RO,06-12-2020,Premium
790,Strange Kirch,Não-binário,622.41,True,DF,18-08-2023,Pro
791,Dreamy Johnson,Não-binário,180.82,True,AM,21-11-2022,Pro
792,Confident Ardinghelli,Masculino,835.37,False,PI,15-07-2024,Standard
793,Sweet Mendel,Masculino,1285.6,True,AC,09-10-2021,Pro
794,Nifty Chaum,Feminino,142.5,True,RN,18-11-2020,Pro
795,Fervent Liskov,Não-binário,500.56,True,MT,20-03-2020,Pro
796,Agitated Noether,Não-binário,60.5,False,MA,09-08-2024,Free
